Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0012787","1","FAY (IMO 9827619)","FAY: Unknown/unspecified","NOR","2019-12-28 13:00","Very serious","712523N 0262114E","Nordkapp","0","0","Machinery damage","The ship sustained generator failure, subsequently took water, developed listing to portside and sank in the Barents Sea, 21 miles NE of Nordkapp, Troms Og Finnmark, Norway on LAT. 71 25' 23""N, LONG. 026 21' 14""E on 28 December 2019 PM in heavy weather.
All 12 crew abandoned the ship to 2 life rafts. JRCC Northern Norway despatched a Norwegian Air Force Sea King helicopter to the scene and airlifted the crew to Honningsvag, Norway for medical checks. There were no injuries reported and an investigation was effected.
","Fishing Vessel","Total loss of the ship","439","","","","12","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012601","1","NODUS (IMO 9497464)","NODUS: SOLAS","LBR","2019-12-27 14:20","Very serious","411450N 0290070E","Turleli Anchorage, Turkey","1","0","Accidents with life-saving appliances","On December 27, 2019 about 1420 LT, Position Lat 41-14.5N Long 029-00.7 E, while the vessel anchored at Turkeli anchorage, Turkey, the vessel superintendent who was trying to board the vessel from service boat via Pilot ladder had slipped and fallen overboard into the water at 1425 LT. The crew and the service boat had thrown the lifebuoy to the man in the water and the person in the water had got hold on to one lifebuoy for a while, then later released, no longer swimming and submerged into the water.
The vessel and service boat crews failed to recover him. The coast guard was informed and recovered the person in the water at 1515 LT and taken him to the hospital. The vessel superintendent was declared dead at 1715 LT.      
","General Cargo Ship","Loss of life","22064","Korea Classification Society (KCS)","33422","","20","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-07-09",""
"C0012568","1","EVANGELIA (IMO 9221798)","EVANGELIA: SOLAS","LBR","2019-12-24 16:34","Very serious","012810N 1191580E","At Sea","1","0","Fire or explosion","On December 24, 2019, about 1634 LT, Position Lat 01-28.1 N Long 119-15.8 E, during the vessel passage from Bunati, Indonesia to Xiamen, China the 2nd.Engineer (2/E) and the Able Seafarer (AB) who were burnt due to an explosion of paint thinner drums and suffered 2nd. degree and 1st. degree burns. Master provided first aid and vessel diverted to Puerto Prinsesa, Palawan, Philippines. On December 25,2019 at 0102 LT , the AB died from his burn injuries. Injured 2/E disembarked on December 26,2019 at 1430 LT at Puerto Prinsesa, Palawan, Philippines.","Bulk Carrier","Loss of life,Serious injuries","38878","DNV GL AS (DNVGL)","74381","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-06-25",""
"C0012850","1","ANDIAMO (IMO 9446233)","ANDIAMO: Unknown/unspecified","MHL","2019-12-18 19:30","Unspecified","254707N 0801047W","Watson Island, Miami, Florida, United States","0","0","Fire or explosion","The ship caught fire whilst moored at the Island Gardens Marina at Watson Island, Miami, Florida, United State on LAT. 25 47'07""N, LONG. 080 10'47""W at 1930 hours local time (UTC-5) on 18 December 2019. 

All of the crew was evacuated ashore. There was no injuries reported. The blaze was brought under control by local fire service using fire fighting boats 2 hours later but the ship sustained severe damage, capsized on to her starboard side and sank at the berth. Anti pollution barriers was deployed and clean up operation was effected. The wreck was righted and removed with assistance from a floating crane in early January 2020.","Yacht","Pollution,Total loss of the ship","299","American Bureau of Shipping (ABS)","66","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012927","1","EMMALIE (-)","EMMALIE: Unknown/unspecified","DNK","2019-12-12 00:00","Very serious","573220N 0083830E","Open sea","2","0","Fire or explosion","A fire developed in the wheelhouse while the skipper was tending to a problem in the machine room. When he came out of the machine room, the wheel house was engulfed in flames. The crew mustered on the deck, prepared a life raft and donned their emergency suits, but were unable to call mayday as the radio was located in the wheelhouse. They decided to stay for as long as possible on board. Another fishing vessel spottet the burning ship and called for help. The crew was evacuated from the ship by helicopter. When the fire eventually was extinguished, the ship was towed to port.","Fish Catching Vessel","Ship rendered unfit to proceed","234","","","","3","0","","0","0","0","0","0","0","2020-05-19",""
"C0012816","1","SHINPO 16 (IMO 8114467)","SHINPO 16: Unknown/unspecified","IDN","2019-12-10 17:40","Very serious","082200S 1232400E","Jetty Atlewoleba, Lembata, Indonesia","0","0","Collision","The ship was in collision with the manoeuvring MV 'MAJU 8' whilst berth alongside the Jetty Atlewoleba, Lembata, Indonesia at 1740 hours local time (UTC+8) on 10 December 2019 in good weather.

The ship sustained severe damage to the starboard forward below the waterline and took water. All crew evacuated ashore prior to the ship capsizing on to her starboard side and sinking alonside the jetty. There were no injuries reported. Surveys were conducted prior to wreck removal.","General Cargo Ship","Total loss of the ship","1137","Biro Klasifikasi Indonesia","1100","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012773","1","SVANEN (-)","SVANEN: Unknown/unspecified","DNK","2019-12-10 00:00","Serious","560941N 0101288E","Port","2","0","Damages to ship or equipment","Copy from Google translate... THE SWAN (Figure 1) was a passenger vessel that usually sailed with passengers on the Mariager Inlet. In December 2019, the ship was chartered for a port in December for a period in December with passengers in the Port of Aarhus. The ship's crew consisted of the ship's master, a boatman and a cafe employee. On the evening of December 10, 2019, the ship sailed one harbor cruise with 47 passengers on board. Wind was blowing from the south, the air temperature was 4-5 C and the water temperature was 7-8 C. Kl. At 18.25 the Swan arrived at his berth at Hack Kampmanns Plads in the Port of Aarhus, where passengers were to disembark. While passengers were leaving, suddenly there was a gust of wind which caused the ship to drift so far over that the gangway slid off the ship and into the water. Three passengers, who were on the gangway, fell into the water. The crew launched the ship's readiness for overburden and phoned 112. Name: SWAN Ship type: Passenger ship Nationality / flag: Denmark Home Port: Hobro Cold signal: OXQT Year Built: 1994 Shipyard / no .: Hvide Sande Skibs- og B Boatbuilding A / S Class Company: Unclassified Length overall: 19.90 m Width everywhere: 5.01 m Draft: 1.70 m Gross tonnage: 60.6 Machinery: 125 kW Hull material: Steel The quay was 1.7 m high and therefore the overboard passengers could not get up by their own power. People on the quay threw lifeguards with a attached line down to them overboard passengers. Two of the fallen men grabbed the lifeline and stayed pulled over to a rescue ladder that was in front of the ship (Figure 2). After approx. 5 minutes in the water, two of the people in need came up to the rescue ladder with the help of people on the quay. Meanwhile, the ship's cafe employee grabbed the third overboard and tried to pull her up onto the ship. It soon became clear that this was not possible. Therefore, the ship became hoist boom rigged and a rescue harness lowered. The distressed man managed to put on the rescue harness, but she slipped out of the harness as the ship's driver tried to lift her out of the water with the hoist boom. The distressed person was quickly rebuffed in the cold water and had difficulty staying up. The cafe employee therefore jumped into the water and the distressed man reached over to the rescue ladder. The distressed person was then rebuked that it was not possible for her to get up the ladder with her own help. The boatman, who was on shore when the gangway bridge fell into the water, therefore crawled down the ladder in the water and helped the distressed person in collaboration with the cafe employee. The distressed at that time person had been in the water for approx. 10 minutes. The land-based emergency, which was requested via 112, arrived at the ship after the distressed had been rescued.","Passenger Ship","Ship remains fit to proceed","60.6","","","","3","47","","0","0","0","0","0","0","2020-03-25",""
"C0013064","1","Conception  (-)","Conception : Unknown/unspecified","USA","2019-12-02 03:00","Very serious","340200N 1194400W","Coast of Santa Cruz Island, California, United States","0","0","Fire and Sinking","MV Conception,  while moored near Santa Cruz Island, California, United States had a fire broke out in the early hour of the morning on 02 December 2019. At the time, it had been hosting a diving expedition over the Labour Day holiday weekend.

The fire began in a middle deck area where lithium-ion batteries were being charged. At the time of the fire, of the 39 people on board, 33 passengers and a crew member were sleeping below deck and lost their lives. five crew member survived by jumping overboard. ","Passenger Ship","Loss of life,Total loss of the ship","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012946","1","NORDANA SOPHIE (IMO 9205562)","NORDANA SOPHIE: SOLAS","THA","2019-11-28 20:43","Serious","180797N 1062940E","Ha Tinh seaport waters, Vietnam, in anchorage area of Son Duong port, 1.83 NM from Son Duong island,","1","0","Stranding / grounding","On 28/11/2019 at 19.45 UTC, the ship was dragging anchor near Hon Chim island, Vietnam, therefore, Captain decided to heave up anchor and shifting to another location to ensure safety. Unfortunately, the weather conditions deteriorate combined with strong currents leading to ship collide the underwater rocks which surrounding the island. At 20.43 UTC, Vessel ran aground and listed. Ha Tinh seaport provided tugboats to transfer 13 crewmembers safely. Five crews remained on board to maintain the ship. At 01.50 UTC ship becomes more listed due to seawater flooding, so, crew contact Ha Tinh port authorites for rescued and abandoned ship. At 06.15 UTC, NORDANA SOPHIE completely sunk at position 18 07'58"" N 106 26'40"" E in the waters of Ha Tinh seaport. All crew were safe. No goods on board. Environmental damage not determined.","General Cargo Ship","Total loss of the ship","7659","Nippon Kaiji Kyokai (NKK)","8976","-","18","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-09-25",""
"C0012811","1","LUMMETJE (IMO 8432613)","LUMMETJE: Unknown/unspecified","NLD","2019-11-28 05:45","Very serious","525959N 0043612E","North Sea 7 miles NW of Den Helder, Netherland","0","0","Capsizing / listing","The ship sank in the North Sea, 7 miles NW of Den Helder, Netherlands at LAT. 52 59'59""N, LONG. 004 36'12""E at 0545 hours local time (UTC+1) ON 28 November 2019 in heavy weather.

The Coast Gaurd received an EPIRB signal, hence initiated SAR operation using Netherlands Navy mine hunter 'MAKKUM', nearby fishing vessels, helicopters, KNRM lifeboats and other vessels. There were empty life raft, life jacket and other debris found at the scene, but no trace of the 2 crew from the vessel. 2 Crew from the KNRM lifeboat sustained injuries during the operation. The bodies of the missing crew from the sunken vessel was later recovered. ","Fishing Vessel","Loss of life,Total loss of the ship","48","","","","2","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
