Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0010496","1","Zahro Express  (-)","Zahro Express : Non-SOLAS","IDN","2017-01-01 09:00","Very serious"," ","Jakarta, Indonesia","0","0","Fire or explosion","The Zahro Express ferry was carrying more than 230 people to the tourist destination of Pulau Tidung island, a resort some 27 nautical miles from the capital, Jakarta.  It burst into flames about 0.8 nautical miles from Muara Angke port in Jakarta, about fifteen minutes after the ferry set sail. Many people on board jumped into the sea, 194 people were rescued and 23 killed while divers were deployed to search for 17 missing passengers. . The remains of the ferry were towed back to Jakarta, where images showed the devastation caused by the blaze.","Domestic ferry","Loss of life,Ship rendered unfit to proceed","","","","","","","","","40","","","","","",""
"C0010978","1","CORSAIR (IMO 9228643)","CORSAIR: SOLAS","PAN","2016-12-30 12:30","Very serious","370350N 0025270E","OPEN SEA","1","1","Accidents with life-saving appliances","We regret to advice you that according to telephone conversation with captain of the above named vessel we learned that Mr. xxx, an A.B., of Philippine Nationality died today while vessel was sailing towards Oran (Algiers). ","Bulk Carrier","Loss of life","21388","Nippon Kaiji Kyokai (NKK)","35062","","21","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2018-07-17","2020-01-20"
"C0012257","1","A2B FUTURE (IMO 9122241)","A2B FUTURE: Unknown/unspecified","NLD","2016-12-30 00:00","Very serious","514099N 0043570E","Port","1","0","","On 30 December 2016, a crewmember from the Dutch container vessel A2B Future fell overboard. At that moment, the vessel was moored in the Central Dock in Moerdijk. The crewmember was in the process of unloading containers so they could be discharged from the vessel. While working, he fell overboard. The vessels second officer did not see the crewmember fall overboard, but did observe a person in the water who was struggling to remain afloat. Shortly afterwards the person no longer rose to the surface. Immediately following the accident, a rescue operation was initiated with the assistance of various vessels and emergency services. The victim was found and removed from the water after around 50 minutes. He was taken to hospital, where he later died.","Container Ship","Loss of life","3999","","5315","","13","0","","1","0","0","0","0","0","2019-08-26",""
"C0010604","1","BOHAI 1 (IMO 8512396)","BOHAI 1: SOLAS","MDA","2016-12-29 00:29","Very serious","394510N 1295540E","coastal waters","0","0","Missing: assumed lost","the ship is missing now.","General Cargo Ship","Total loss of the ship","7170","Overseas Marine Certification Service, Inc. (OMCS)","11991","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0011035","1","AIDA IV (IMO 9018775)","AIDA IV: SOLAS","EGY","2016-12-29 00:00","Serious"," ","Egypt ","1","0","Collision","On 29/12/2016 capt. Amr samir nosee was in the cabin when he suddenly felt the forceful collision of mv balat with mv. Aida iv from the stern of the ship on the port side which resulted in moving the vessel away from the berth  due to the rapture of 8 hawsers of the ship and wraps in different parts of aida iv vessel in addition to complete fracture of the navigational lights at the astern ","Training Ship","","3105","","1386","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2018-11-06",""
"C0012507","1","ASSANAT (-)","ASSANAT: Unknown/unspecified","BEL","2016-12-27 00:00","Very serious","513406N 0014900E","Open sea","1","0","Capsizing / listing","A Belgian fishing vessel Assanat (Z582) has capsized in position 51 34.06N, 001 49.1 E (outside UK territorial waters). One crewman has been taken off the upturned hull and transferred by helicopter to Ashford in Kent (UK). He had no injuries. The vessel's skipper was recovered from the water but has been declared live extinct. The 3rd crewman has not been found.","Fish Catching Vessel","Loss of life,Serious injuries,Ship rendered unfit to proceed","62","","","","","0","","2","0","0","1","0","0","2019-11-21",""
"C0011093","1","SUPER SHUTTLE RORO 5 (IMO 7822500)","SUPER SHUTTLE RORO 5: Unknown/unspecified","PHL","2016-12-26 15:00","Serious","134100N 1205300E","Off Mabini, Batangas ","0","0","Stranding / grounding","The ship dragged anchor, drifted, developed a list and finally stranded off Mabini, Batangas during typhoon Nina. The ship was taking shelter from the typhoon in nearby Batangas bay at the time of the incident. The Philippine coast guard attended the scene. All 25 crew and passengers were rescued. No injuries or pollution were reported. Recycling of wreck in situ commenced in March 2018.","Ro-Ro Cargo Ship","Total loss of the ship","6105","","2900","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0011092","1","STARLITE ATLANTIC (IMO 7501534)","STARLITE ATLANTIC: Unknown/unspecified","PHL","2016-12-26 11:30","Very serious","134000N 1205300E","Verde island passage off Barangay Corona, Tingloy","0","0","Foundering","The ship dragged anchor and subsequently sank in the Verde island passage off Barangay Corona, Tingloy during typhoon Nina. The ship was taking shelter from the typhoon in Batangas bay with no passengers on board at the time of the incident. The Philippine coast guard assisted in the SAR operations. Sixteen crew were rescued, 18 missing and 1 dead.","Passenger/Ro-Ro Ship (Vehicles)","Loss of life","1497","","634","","","","","19","","","","","","",""
"C0010796","1","TRITON (IMO 9642356)","FU XING HAI: Unknown/unspecified, TRITON: SOLAS","LBR","2016-12-25 16:16","Unspecified","335220N 1242470E","Yellow Sea","0","0","Collision","                  On 25Th. December 2016, vessel sailed from Balboa,Panama to Rizhao,China course 291deg, speed 13.0Kts,wind NE slight sea with visibility 5nm, at 1616Lt position Lat 33-52.2N Long 124-24.7E, vessel collided with FU XING HAI.","Bulk Carrier","","41091","","75009","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0011091","1","CABRERA (IMO 9191955)","CABRERA: Unknown/unspecified","ATG","2016-12-24 05:00","Serious","375900N 0244500E","North coast of Andros ","0","0","Stranding / grounding","The ship was stranded, developed a list and partially sank on the north coast of Andros in heavy weather.  Coast guard ships and tugs attended the scene. All 9 crew were rescued by Greek navy helicopter. No serious injuries were reported. An oil sheen of approximately 500 square metres was observed around the ship and oil pollution occurred on the local coastline. Clean up measures were effected. Remaining bunker fuel was removed by salvors. The wreck subsequently washed off the rocks and sank in 35 metres of water. The aft section of the ship was refloated and removed in October 2017.
","General Cargo Ship","Pollution,Total loss of the ship","4244","","5553","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
