Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0010825","2","CSCL MANZANILLO (IMO 9402639), Lu Wei Yu 60012 (fishing vessel) (-)","CSCL MANZANILLO: SOLAS, Lu Wei Yu 60012 (fishing vessel): Unknown/unspecified","HKG","2017-12-28 20:56","Very serious","394730N 1194180E","Anchorage of Qinhuangdao, China","1","0","Collision","At about 2012 hours on 28, the vessel started heaving up anchor at the anchorage of Qinhuangdao, China. After the anchor was heaved up, the vessel was proceeding to the buoyed channel to meet the pilot as the schedule boarding time 2130 hours.  At about 2056 hours, the vessel collided with the frishing vessel ""Lu Wei Yu 60012"" while proceeding to the pilot boarding station, 9 fishing men of the fishing vessel were rescued immediately, 5 of them were suffered not serious injury, one fishing man was missing. ","Container Ship","Loss of life,Ship remains fit to proceed","26404","","34194","Dry Goods under the IMDG Code","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-03-10",""
"C0012551","1","CAPRI (IMO 9248526)","CAPRI: Unknown/unspecified","MLT","2017-12-26 00:00","Serious","203826S 1164285E","Port","1","0","Damages to ship or equipment","Capri, a Maltese registered capsize bulk carrier arrived at Dampier anchorage, Australia on 22 December 2017. The vessel was scheduled to load 164,000 tonnes of iron ore for China. On 24 December, while at anchor, the vessel deballasted ballast tanks nos. 1 and 4 (port and starboard) in order to reduce the number of ballast tanks which she would have to deballast, once alongside when loading operations would start. The vessel then berthed in the evening of 25 December and since loading had not started, the chief mate opted to strip the ballast tanks that had been emptied during the day before. On completion at 2330, he advised the engine-room to line up the ballast system so that deballasting could take place when loading started. Loading started at 0229 on 26 December and the chief mate instructed the engine-room to prepare for deballasting operations; this required the starting of an additional generator. The chief mate then opened the remote suction valves to ballast tanks nos. 2 port and starboard. Soon afterwards, a loud bang was heard and the vessel blacked out. Power was eventually restored and the crew discovered a spray of water coming from the ballast pump suction strainer cover that was reaching the electrical distribution panel located close to the strainer. Water was steadily rising in the engine-room bilges. Despite isolating the ballast system, about 1,100 tonnes of sea water flooded into the engine-room. The ballast pump strainer cover and a ballast valve appeared to have been damaged when valves to ballast tanks port & starboard nos. 2 were opened. A number of electrical motors, switchboards, cabling, as well as the disabling of the main engine was directly attributed to the ingress of seawater into the engine-room. The vessel was subsequently towed to Singapore where the vessels equipment was overhauled and refitted.","Bulk Dry (general, ore) Carrier","Ship rendered unfit to proceed","87390","Bureau Veritas (BV)","172579","Dry bulk","22","0","0","0","0","0","0","0","0","2019-12-31",""
"C0012303","1","JACAF (IMO 8969331)","JACAF: SOLAS","CHL","2017-12-25 23:10","Less serious","412890S 0725700W","Puerto Montt","1","0","Machinery damage","El día lunes 25 de diciembre del 2017 se produjo el siniestro de la Nave Mayor ""JACAF"" en transito por Canal Tenglo, la que perdió el poder de ambos motores propulsores quedando sin maquinas .
Producto de la falla de maquinas , la nave tuvo contacto con el pilote luminoso 411 del Canal Tenglo , el cual es parte de la señaletica marítima de la zona de navegación descrita.
No se registraron victimas fatales, lesionados, o desaparecidos.
No se registraron daños en el medio ambiente .
La nave solo registro daños menores de pintura en el área donde se produjo el contacto con el pilote luminoso.
La falla de máquinas fue producida por falta de alimentación del sistema de combustible al encontrarse las válvulas del circuito cerradas.
Las pruebas posteriores efectuadas por el Inspector de Máquinas de la Comisión Local de Inspección de Naves de Puerto Montt indicaron que la nave no presentaba falla en el sistema de maquina principal y en el sistema de gobierno , efectuándose prueba de maquinas y gobierno sin observaciones.
La nave quedo operativa sin limitaciones de navegación.","Passenger Ship","Ship remains fit to proceed","1120","","796","Pasajeros y carga rodada","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-02-12",""
"C0010985","1","MV MERCRAFT 3 (-)","MV MERCRAFT 3: Non-SOLAS","PHL","2017-12-21 11:15","Very serious","144200N 1214700E","Dinahican Pt. Quezon, Philippines","1","0","Capsizing / listing","On or about 1115H Local Time (LT) of 21 December 2017, M/V MERCRAFT 3 capsize and sank between the vicinity of Dinahican Point and Agta Point at the position of LAT: 14°42'N, LONG: 121°47'E while navigating at Lamon Bay towards Polillo Islands.
By way of background, M/V MERCRAFT 3 was originally scheduled to depart at around 0615H OF 21 December 2017, based on her approved sailing schedules reflected on her Certificate of Public Convenience (CPC),  but was delayed due to the weather condition brought by the northeast monsoon (Amihan). Accordingly, no Public Storm Warning Signals (PSWS) had been raised in the area during the time of the casualty. Nevertheless, based on Gale Warning No. 59 issued by the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) on 5:00 am of 21 December 2017,  the eastern seaboards of southern Luzon including the island Polillo are expected to experience strong to gale force winds with wave height measuring 2.8 to 4.5 meters. 
At around 0913H of 21 December 2017, M/V MERCRAFT 3 finally departed the port of Ungos, Real Quezon under voyage No. 01 bound to Polillo Port carrying 251 passengers and seven (7) crew compliments. The 206.27 tons Fiberglass Reinforced Plastic (FRP) hulled catamaran passenger vessel was cruising at a speed of 10.5 knots due to the prevailing sea conditions at the time.

At around 0955H, while plying between the area of Dinahican Pt. and Agta Pt. in the area called “Kasiligan”, MV MERCRAFT 3 was battered by steep waves and subsequently hit a hard floating object on her starboard bow.The Master of the vessel immediately reduced their speed to 4 knots in order to assess the situation. Consequently, due to the reduction of the vessel’s propulsion, MV MERCRAFT 3 failed to compensate with the prevailing wave motion at the time, thus positioning her bow under the bottom of the trough instead on top of the crest of the wave. MV MERCRAFT 3 was slammed by second steep breaking waves on her forward section displacing the crates of deck cargoes and prompting it to collided with the stud bolt lock securing the fore peak hatches (P/S). Thus, prompting the ingress on water on her main deck. Furthermore, several of the medical oxygen cylinders stowed on the fore section was disentangled from its securing attachments.

As a result of the incident, the hatch covers were dislodged and sea water started to enter the forepeak compartments (P/S) when the flair of the bow is acted upon and pushed downward whileMV MERCRAFT 3 is subjected to heavy pitching and surging motion.

Consequently, MV MERCRAFT 3 develops an initial list of 5° to starboard, while being continuous battered by 3-5 meter breaking waveson her port. The Master tries to maneuver the vessel to hard port in order to shelter her broadside from windward direction and irregular waves.In addition, portable submersible pumps were used by the crew to pump out sea water on the fore peak compartments, but was ineffective due to the inflow of sea water while being subjected to pitching and surging motion.
Accordingly, the FRP Catamaran passenger vessel was having difficulty in maneuvering to port due to the drag produced by her flooded starboard forward compartment and considerable windage at her port side. To prevent further ingress of water, the Master tried to maneuver the vessel to astern. However, it was discern that the hatch covers at the aft manhole access (P/S) leading to engine room no. 2 was left open. This incited sea water to enter and flood engine room no. 2 every time the vessel maneuvers astern.

The vessel was afloat for almost one (1) hour trying to stabilize her position while awaiting rescue. On or about 1100H the Master gave the command to abandon ship, every passenger was ushered by the crew to wear their life jacket and jump in the water. Fifteen (15) minutes after the evacuation, MV MERCRAFT 3 capsizeson her starboard side and sank at approximately 7 NM off Dinahican Pt.","Passenger Ship","Loss of life,Total loss of the ship","206","Filipino Vessels Classification Society","","","7","251","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2018-07-19",""
"C0010827","2",""Lu Jiao Yu 60062" (-), SPRING AMIR (IMO 9403803)",""Lu Jiao Yu 60062": Unknown/unspecified, SPRING AMIR: SOLAS","CHN,HKG","2017-12-20 05:00","Very serious","352970N 1225630E","Waters 100 nautical miles southeast of Qingdao, China","1","0","Collision","At about 0500 hours, while the vessel ""Spring Amir"" was enroute from Dalian to Shanghai, China, she collided with a fishing vessel ""Lu Jiao Yu 60062"" at position 35-29.7N, 122-56.3E, about 100 nautical miles southeast of Qingdao, China. The fishing vessel sank and all her 8 fishing men were missing. ","Ro-Ro Cargo Ship","Ship remains fit to proceed","9981","Nippon Kaiji Kyokai (NKK)","13325","Dry Goods under the IMDG Code","18","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-07-31",""
"C0012675","1","TRIOMPHANT (-)","TRIOMPHANT: Unknown/unspecified","FRA","2017-12-17 00:00","Very serious","510100N 0021102E","Port","1","0","","Harbour tug TRIOMPHANT moored on the Right side of dedicated pontoon in West Port of Dunkirk with an other harbour tug VB CYCLONE moored on the left side of the same pontoon. Captain of TRIOMPHANT visited his colleague of VB CYCLONE. After his visit , around 18h00 , decided to return to TRIOMPHANT .He never came on board. Around 18h30 worried at not seeing the captain on board, crew members of TRIOMPHANT began to search for him on board the two tugs and then on the pontoon. Deck Hand of TRIOMPHANT discovered the captain floating unconcious in the water on the bow of TRIOMPHANT. Crew succeeded to get him out of the water. After the first aid procedure and despite medical assistance he was died.","Towing / Pushing Tug","Loss of life","313","","","","","0","","1","0","0","0","0","0","2020-02-14",""
"C0010807","2","GREAT (IMO 9267156), MSC LEANNE (IMO 9767390)","GREAT: Unknown/unspecified, MSC LEANNE: SOLAS","LBR,MHL","2017-12-11 12:30","Serious","350500N 1284800E","Busan Port Pier 2, Korea","0","0","Contact","                On 11th.December 2017 about 12:30 Lt vessel safely alongside pier No.2, Busan Port, position lat 35-05N Long 128-48E during cargo operation, M.V.Great(IMO:9267156) came into berth with pilot and tug assistance collided to vessel port side.","Container Ship","","193489","DNV GL AS (DNVGL)","202461","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0010952","1","VISION OF THE SEAS (IMO 9116876)","VISION OF THE SEAS: SOLAS","BHS","2017-12-08 05:14","Very serious","240370N 0885130W","Gulf of Mexico ","1","0","Missing: assumed lost","During the early morning hours of 8 December 2018 while Vision of the Seas was on passage from Cozumel, Mexico to Galveston Texas a crew member was reported missing by his supervisor. The missing person was identified as a 24 year old male Mauritian citizen who had joined the ship on 30 November 2017 as a Pool Cleaner. Although he reported for work at 0500 hours on 8 December, he did not show up for a safety training session scheduled at 0930 hours. His absence was not investigated at this time. The fact that he was missing was only noted following his failure to report back to work after the training was completed. 

Announcements were made over the ship's PA system in crew areas and then in all areas of the ship without result. At this stage all relevant notifications were made including the ship operators and United States Coast Guard Galveston. A ship search was initiated which failed to locate the crew member. Reviews of CCTV footage reveled the crew member had climbed over the stern rail between the life rafts mounted aft. At this location the deck below extends further aft and the missing crewman is seen climbing back over the rail and walking to the port aft quarter where there is direct access to the sea below. 

At 0514 hours a shadow on CCTV indicates the crew member had jumped overboard. The cameras that cover the decks in this area where he would appear if he walked away from the blind spot do not show him onboard after 0514 hours. He was seen to be carrying a red bucket which was later found against the handrail aft on the port quarter. 
","Passenger/Cruise","Loss of life,Ship remains fit to proceed","78717","","5000","","787","2180","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2018-06-14",""
"C0012590","1","Tyger Of London (-)","Tyger Of London: Unknown/unspecified","GBR","2017-12-07 00:00","Very serious","275903N 0164175W","Coastal waters (within 12 miles)","1","0","Capsizing / listing","Sailing vessel lost keel and capsized","Other Activities Ships","Ship rendered unfit to proceed,Total loss of the ship","18.28","","","","","8","","","","","","","","2020-02-03",""
"C0010865","1","GILONTAS NO. 333 (IMO 8668808)","GILONTAS NO. 333: Non-SOLAS","VUT","2017-12-06 10:30","Very serious","050900N 1251100W","Pacific Ocean","0","0","Fire or explosion","The vessel is suspected to have a fire in an electrical panel. The fire spread throughout the vessel causing a complete loss of the vessel at sea. The crew safely evacuated.","Fishing Vessel","Total loss of the ship","99","[Flag Administration]","","","18","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
